rank,name,artist,year,pop_artist,artist_followers,available_market,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,lyrics
6,Adore You,Harry Styles,2020,86.0,16543384.0,178.0,83.0,0.0237,0.676,207133.0,0.771,7e-06,0.102,-3.675,0.0483,99.048,4.0,0.569,"Walk in your rainbow paradise Paradise Strawberry lipstick state of mind State of mind I get so lost inside your eyes Would you believe it?  You don't have to say you love me You don't have to say nothing You don't have to say you're mine  Honey Ah-ah-ah I'd walk through fire for you Just let me adore you Oh, honey Ah-ah-ah I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do Like it's the only thing I'll ever do  You're wonder under summer sky Summer sky Brown skin and lemon over ice Would you believe it? You don't have to say you love me I just wanna tell you somethin' Lately, you've been on my mind  Honey Ah-ah-ah I'd walk through fire for you Just let me adore you Oh, honey Ah-ah-ah I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do Like it's the only thing I'll ever do  It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do  I'd walk through fire for you Just let me adore you Oh, honey Ah-ah-ah I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do Ah-ah-ah It's the only thing I'll ever do, it's the only thing I'll ever do I'd walk through fire for you It's the only thing I'll ever do Just let me adore you Oh, honey Ah-ah-ah, oh, honey It's the only thing I'll ever do, it's the only thing I'll ever do I'd walk through fire for you It's the only thing I'll ever do Just let me adore you It's the only thing I'll ever do Ooh, ooh Oh, honey Ooh, ooh Just let me adore you Like it's the only thing I'll ever do"
7,Life Is Good,Future featuring Drake,2020,89.0,10571592.0,178.0,79.0,0.0706,0.676,237735.0,0.609,0.0,0.152,-5.831,0.481,142.037,4.0,0.508,"Workin' on a weekend like usual Way off in the deep end like usual Niggas swear they passed us, they doin' too much Haven't done my taxes, I'm too turnt up Virgil got a Patek on my wrist goin' nuts Niggas caught me slippin' once, okay, so what? Someone hit your block up, I'd tell you if it was us Manor house in Rosewood, this shit too plush  Say my days are numbered, but I keep wakin' up Know you see my texts, baby, please say some' Wine by the glass, your man a cheapskate, huh? Niggas gotta move off my release day, huh Bitch, this is fame, not clout I don't even know what that's about, watch your mouth Baby got a ego twice the size of the crib I can never tell her shit, it is what it is What Said what I had to and did what I did Ayy Never turn my back on FBG, God forbid Virgil got the Patek on my wrist doin' front flips Givin' you my number, but don't hit me on no dumb shit Workin' on a weekend like usual Way off in the deep end like usual Like usual Niggas swear they passed us, they doin' too much Haven't done my taxes, I'm too turnt up Virgil got a Patek on my wrist goin' nuts Niggas caught me slippin' once, okay, so what? Someone hit your block up, I'd tell you if it was us Manor house in Rosewood, this shit too plush  It's cool, man, got red bottoms on Life is good, you know what I mean? Like   Yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo I was in the trap servin' cocaine, I ain't been the same since, woo  Granny, she was standin' right there while I catch a play on a brick, woo I make them lil' niggas go haywire, Taliban in this bitch, woo I done been down bad in them trenches, had to ride with that stick, woo Who gave you pills? Who gave you that dust? Pluto sent you on a lick, woo Too many convicts that roll with me to play in this shit, woo I'm tryna avoid nonsense, get Osama spray in this bitch, woo They at the candlelight lightin' it up, nigga, anybody can get it, woo I'm on a PJ lightin' it up, Backwood full of sticky, woo I'm tryna tote that Draco in London and it's extended, woo They gotta stretch a nigga out, we gon' die for this shit, woo Yeah, I ride for my niggas, I lie to my bitch, woo We some poor, high-class niggas, made it, we rich, yeah I was at the bando, got a penthouse for a closet, woo It's like a chandelier on my neck, my wrist, woo I got pink toes that talk different languages, woo Got Promethazine in my blood and Percocet, yeah Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo I was in the trap servin' cocaine, I ain't been the same since  Racks by the ton, I call up Serena I go tremendo for new fettuccine All fact though, carat the pinky All fact though, we ordered the Fiji I'm in the loop with the voo, I'm in the loop with the woo, which one you workin'? I'll put your face on the news, I'll put the pussy on the shirt after I murk it Then make 'em go shoot up the hearse, cost me a quarter bird, nigga, it's worth it And you a maniac, a fuckin' alien, how you splurgin'? Got that kitty cat, I'm havin' fun with that, goin' Birkin  Yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo I done flew one out to Spain to be in my domain and Audemars-ed the bitch, woo Dropped three dollars on a ring, cost a Bentley truck, lil' bitch, woo I was in the trap servin' cocaine, I ain't been the same since, woo  Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, yeah Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, uh Hunnid thousand for the cheapest ring on a nigga finger, lil' bitch"
8,Memories,Maroon 5,2020,88.0,32734730.0,178.0,84.0,0.841,0.775,189486.0,0.327,0.0,0.0821,-7.241,0.0557,91.05,4.0,0.595,"Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you  There's a time that I remember, when I did not know no pain When I believed in forever, and everything would stay the same Now my heart feel like December when somebody say your name 'Cause I can't reach out to call you, but I know I will one day, yeah  Everybody hurts sometimes Everybody hurts someday, ayy-ayy But everything gon' be alright Go and raise a glass and say, ayy  Here's to the ones that we got Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through Toast to the ones here today Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories And the memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo Memories bring back, memories bring back you  There's a time that I remember when I never felt so lost When I felt all of the hatred was too powerful to stop Ooh, yeah Now my heart feel like an ember and it's lighting up the dark I'll carry these torches for ya that you know I'll never drop, yeah  Everybody hurts sometimes Everybody hurts someday, ayy-ayy But everything gon' be alright Go and raise a glass and say, ayy Here's to the ones that we got Oh-oh Cheers to the wish you were here, but you're not 'Cause the drinks bring back all the memories Of everything we've been through No, no Toast to the ones here today Ayy Toast to the ones that we lost on the way 'Cause the drinks bring back all the memories Ayy And the memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo Memories bring back, memories bring back you Doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo-doo Doo-doo-doo-doo, doo-doo-doo Ooh, yeah Memories bring back, memories bring back you  Yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah, no, no Memories bring back, memories bring back you"
9,The Bones,Maren Morris,2020,77.0,596454.0,178.0,76.0,0.278,0.612,197293.0,0.57,0.0,0.0963,-6.642,0.0347,77.004,4.0,0.334,"We're in the homestretch of the hard times We took a hard left, but we're alright Yeah, life sure can try to put love through it, but We built this right, so nothing's ever gonna move it  When the bones are good, the rest don't matter Yeah, the paint could peel, the glass could shatter Let it rain 'cause you and I remain the same When there ain't a crack in the foundation Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good  Call it dumb luck, but baby, you and I Can't even mess it up, yeah, though we both tried No, it don't always go the way we planned it But the wolves came and went and we're still standing  When the bones are good, the rest don't matter Yeah, the paint could peel, the glass could shatter Let it rain 'cause you and I remain the same When there ain't a crack in the foundation Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good When the bones are good Bones are good, the rest, the rest don't matter Baby, it don't really matter Paint could peel, the glass, the glass could shatter Oh, the glass, oh, the glass could shatter Bones are good, the rest, the rest don't matter Ooh Paint could peel, the glass, the glass could shatter Yeah  When the bones are good, the rest don't matter Yeah, the paint could peel, the glass could shatter Let it rain Let it rain, let it rain 'Cause you and I remain the same Woo When there ain't a crack in the foundation Woo Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good  Yeah, ooh"
10,Someone You Loved,Lewis Capaldi,2020,82.0,8526369.0,178.0,85.0,0.751,0.501,182161.0,0.405,0.0,0.105,-5.679,0.0319,109.891,4.0,0.446,"I'm going under, and this time, I fear there's no one to save me This all or nothing really got a way of driving me crazy I need somebody to hear,  somebody to know Somebody to have, somebody to hold It's easy to say, but it's never the same I guess I kinda liked the way you numbed all the pain  Now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved  I'm going under, and this time, I fear there's no one to turn to This all or nothing way of loving got me sleeping without you Now, I need somebody to know, somebody to hear Somebody to have, just to know how it feels It's easy to say, but it's never the same I guess I kinda like the way you help me escape  Now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved And I tend to close my eyes when it hurts sometimes I fall into your arms I'll be safe in your sound till I come back around  For now, the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved But now the day bleeds into nightfall And you're not here to get me through it all I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved I let my guard down and then you pulled the rug I was getting kinda used to being someone you loved"
11,Say So,Doja Cat,2020,95.0,9537940.0,178.0,81.0,0.264,0.787,237893.0,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,4.0,0.779,"Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so  It's been a long time since you fell in love You ain't coming out your shell, you ain't really been yourself Tell me, what must I do? Do tell, my love 'Cause luckily, I'm good at reading I wouldn't bug him, but he won't stop cheesin' And we can dance all day around it If you frontin', I'll be bouncing If you want it, scream it, shout it, babe Before I leave you dry  Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so Yeah Let me check my chest, my breath right quick Ha He ain't ever seen it in a dress like this Ah He ain't ever even been impressed like this Prolly why I got him quiet on the set like zip Like it, love it, need it bad Take it, own it, steal it fast Boy, stop playing, grab my ass Why you actin' like you shy? Hot Shut it, save it, keep it pushin' Why you beating 'round the bush? Knowin' you want all this woman Never knock it 'til you try Yah, yah All of them bitches hating I have you with me All of my niggas sayin' you mad committed Realer than anybody you had, and pretty All of the body-ody, the ass and titties  Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so Day to night to morning, keep with me in the moment I'd let you had I known it, why don't you say so? Didn't even notice, no punches left to roll with You got to keep me focused; you want it? Say so"
12,I Hope,Gabby Barrett featuring Charlie Puth,2020,68.0,178934.0,178.0,75.0,0.0951,0.466,210773.0,0.536,0.0,0.114,-6.227,0.0429,75.998,4.0,0.377,"I, I hope she makes you smile The way you made me smile on the other end of a phone In the middle of a highway driving alone Oh baby, I, I hope you hear a song That makes you sing along and gets you thinking 'bout her Then the last several miles turn into a blur, yeah  I hope you're both feelin' sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more free Tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest dreams She's everything you're ever gonna need And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me  Yeah, babe, I hope she shows up in a 2 AM pic from her friend Hanging on to a guy and you just ain't him I hope you stay up all night all alone, waitin' by the phone And then she calls And baby, I, I hope you work it out Forgive and just about forget And take her on a first date again And when you lean in for a kiss I hope you're both feelin' sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more free Tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest dreams She's everything you're ever gonna need And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me  I hope what goes comes all the way around I hope she makes you feel the same way about her That I feel about you right now  I hope you're both feelin' sparks by the end of the drive I hope you know she's the one by the end of the night I hope you never ever felt more free Tell your friends that you're so happy I hope she comes along and wrecks every one of your plans I hope you spend your last dime to put a rock on her hand I hope she's wilder than your wildest dreams She's everything you're ever gonna need And then I hope she cheats Like you did on me And then I hope she cheats Like you did on me Like you did on me"
13,Whats Poppin,"Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",2020,88.0,1111709.0,178.0,78.0,0.017,0.923,139741.0,0.604,0.0,0.272,-6.671,0.245,145.062,4.0,0.826,"What's poppin'? Pooh, you a fool for this one Brand new whip, just hopped in Just hopped in I got options Oh Lord, Jetson made another one I could pass that bitch like Stockton It ain't nothin' Just joshin' I'ma spend this holiday locked in Ooh My body got rid of them toxins Mmh, mmh SportsCenter, top ten  I could put the ball in the end zone Put a bad bitch in the friendzone, ooh This shit sound like an intro Jetson, give me that tempo, ooh Told Pooh he a fool with this shit He a fool Told her don't let her friends know Don't In the 'Ville and I move like a don Don Eating fettuccine at Vincenzo's Me and my 'migos got that free smoke On the West Coast, yeah, I'm talking 'bout pre-rolls Pre-roll Dark haired bitch and she look like Shego She do Hometown hero, feeling myself, can't murder my ego Can't do it She heard of my deep stroke She said, ""Babe, does it hurt when I deep throat?"" It does Certified freak ho Hang around us and she learnin' my lingo Back then, wasn't worried 'bout me though In the gym tryna work on my free throw Goddamn Goddamn Spending money at the club like Sam's Cha-ching Yes, ma'am She a lil' freak on cam Facts But she don't put this on the 'Gram Nah Lil' boys tryna diss on the 'Gram Ayy I can't switch on the fam Bitch Shit's hot, hit the switch on the fan Hit that shit This where my head is Listen I feel resentment from every direction Even some homies be wearing expressions I be discouraged from sharing my blessings Damn We used to share a connection Now it just feels like it's wearing and stretching I'm getting real sick of taking advice From people that never could stare at reflections Ooh Somewhere in there is a lesson Y'all ain't evolvin', it's very depressing I'm at the club with the basketball team Me and the Cardinals are sharing a section Facts Gotta cherish the present I'm drinking water and wearing protection Got a career and I'm very invested Some people call it a scary obsession Ooh, period, but I like to call it a passion I can't be sitting relaxin' Nah, I can't PG, we getting some traction I'm at the venue, it's packed in Packed out I'm digging her accent I got a B.B. Simon belt on me And she tryna get it unfastened That's my type of distraction That's my type and she Latin That's facts, ooh Got my own flow and I'm 'bout to get a patent Brand new sheets for the bed, they satin Soft, real soft Y'all wasn't tuned in back then Nah My swag, they keep jackin' Keep on jackin' I ain't doin' no verse, quit askin' Quit askin' What's poppin'? Pooh, you a fool for this one Brand new whip, just hopped in Just hopped in I got options I could pass that bitch like Stockton It ain't nothin' Just joshin' I'ma spend this holiday locked in Ooh My body got rid of them toxins Mmh, mmh SportsCenter, top ten"
14,Dance Monkey,Tones and I,2020,78.0,2843952.0,176.0,80.0,0.692,0.824,209438.0,0.588,0.000104,0.149,-6.4,0.0924,98.027,4.0,0.513,"They say, ""Oh my God, I see the way you shine Take your hands, my dear, and place them both in mine"" You know you stopped me dead while I was passing by And now I beg to see you dance just one more time  Ooh, I see you, see you, see you every time And oh my, I, I like your style You, you make me, make me, make me wanna cry And now I beg to see you dance just one more time  So they say ""Dance for me, dance for me, dance for me, oh-oh-oh I've never seen anybody do the things you do before"" They say ""Move for me, move for me, move for me, ayy-ayy-ayy And when you’re done, I'll make you do it all again""  I said, ""Oh my God, I see you walking by Take my hands, my dear, and look me in my eyes"" Just like a monkey, I've been dancin’ my whole life But you just beg to see me dance just one more time Ooh, I see you, see you, see you every time And oh my, I, I like your style You, you make me, make me, make me wanna cry And now I beg to see you dance just one more time  So they say ""Dance for me, dance for me, dance for me, oh-oh-oh I've never seen anybody do the things you do before"" They say ""Move for me, move for me, move for me, ayy-ayy-ayy And when you're done, I'll make you do it all again"" They say ""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh I've never seen anybody do the things you do before"" They say ""Move for me, move for me, move for me, ayy-ayy-ayy And when you're done, I'll make you do it all again""  Ooh, ooh, ooh, ooh, ooh Oh-oh, oh-oh, oh Ooh, ooh, ooh, ooh, ooh-ooh Ooh, ah-ah, ah-ah They say ""Dance for me, dance for me, dance for me, oh-oh-oh I've never seen anybody do the things you do before"" They say ""Move for me, move for me, move for me, ayy-ayy-ayy And when you’re done, I’ll make you do it all again"" They say ""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh I've never seen anybody do the things you do before"" They say ""Move for me, move for me, move for me, ayy-ayy-ayy And when you’re done, I'll make you do it all again All again"""
15,Savage,Megan Thee Stallion featuring Beyoncé,2020,86.0,5003461.0,178.0,74.0,0.0252,0.843,155497.0,0.741,0.0,0.096,-5.609,0.334,168.983,4.0,0.68,"I'm that bitch Yeah Been that bitch, still that bitch Ah Will forever be that bitch Forever be that bitch Yeah Ayy, ah  I'm the hood Mona Lisa, break a nigga into pieces Had to X some cheesy niggas out my circle like a pizza Yeah I'm way too exclusive, I don't shop on Insta' boutiques All them lil' ass clothes only fit fake booties Bad bitch, still talking cash shit Pussy like water, I'm unbothered and relaxing I would never trip on a nigga if I had him Bitch, that's my trash, you the maid, so you bagged him, ah  I'm a savage Yeah Classy, bougie, ratchet Yeah Sassy, moody, nasty Hey, hey, yeah Acting stupid, what's happening? Woah, woah Bitch, what's happening? Woah, woah Bitch, I'm a savage, yeah Classy, bougie, ratchet, yeah Sassy, moody, nasty, huh Acting stupid, what's happening? Bitch, what's happening? Ayy, ah Eat me and record it, but your edge-up all I'm showing Ah I keep my niggas private, so his AP all I'm showing Baow Beefing with you bitches really getting kinda boring If it ain't about the money, then you know I'm gon' ignore it I'm the shit, ooh Ayy I need a mop to clean the floor, it's too much drip, ooh Too much drip, ooh I keep a knot, I keep a watch, I keep a whip, ooh I keep a whip, baow Let's play a game, Simon says I'm still that bitch, ayy Still that bitch I'm still that bitch, yeah Ah  I'm a savage Classy, bougie, ratchet Yeah Sassy, moody, nasty Yeah Acting stupid, what's happening? What's up? Bitch, what's happening? What's up? Bitch, I'm a savage, yeah Classy, bougie, ratchet, yeah Bitch Sassy, moody, nasty, huh Acting stupid, what's happening? What's up? Bitch, what's happening?  Bitch, I'm lit like a match, ooh And any nigga I let hit is still attached, ooh That body right, but you know this pussy fat, ooh I drop a picture, now these bitches feel attacked, ayy Don't let that nigga gas you up and get you whacked, ooh I make a call and get a pussy nigga smacked, uh These bitches talkin' 'bout pulling up, well, where you at? Ooh I'm in a Lam', bitch, catch me if you can, ooh I'm kickin' bitches out they spot, Stalli' Chan, yeah Ah, yeah Niggas say I taste like sugar, but ain't shit sweet Ah Mwah Ayy, ayy, ooh, ooh, ooh, ooh, mwah"
16,Roxanne,Arizona Zervas,2020,72.0,625976.0,178.0,80.0,0.0522,0.621,163636.0,0.601,0.0,0.46,-5.616,0.148,116.735,5.0,0.457,"All for the 'Gram Bitches love the 'Gram Oh, wait, shit Brr, brr Ayy, yeah, yeah, yeah, ayy Brr, brr, brr, ayy Skrrt skrrt 94 don't need no brakes, yeah  Roxanne, Roxanne All she wanna do is party all night Goddamn, Roxanne Never gonna love me, but it's alright She think I'm an asshole, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne, Roxanne All she wanna do is party all night  Met her at a party in the hills, yeah She just wanna do it for the thrill, yeah Shorty drive a poodle with no top Top, top But if I throw this money, she gon' drop, ayy She don't wait in lines if it's too long She don't drive the whip unless the roof off Only wanna call when the cash out Only take the pic when her ass out She from Malibu, uh, Malibu If you ain't got a foreign, then she laugh at you, uh Malibu, uh, Malibu Spending daddy's money with a attitude  Roxanne Roxanne, Roxanne Roxanne All she wanna do is party all night Goddamn Goddamn, Roxanne Roxanne Never gonna love me, but it's alright She think I'm an asshole, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne Roxanne, Roxanne Roxanne All she wanna do is party all night  I just wanna have fun  In LA, yeah, got no brakes, yeah Living fast, Ricky Bobby, shake and bake, yeah See the chain? Yeah, issa lake, yeah Swipe the Chase, ooh, now she wanna date, yeah Straight to Nobu on the coast, ooh Shorty only like cocaine and Whole Foods Yeah, snappin' all up on the 'Gram, ass going crazy Woo Now she wanna fuck me in the foreign, goin' 80 Up in Malibu, uh, Malibu If you ain't got a foreign, then she laugh at you, uh Malibu, uh, Malibu Spending daddy's money with a attitude  Roxanne Roxanne, Roxanne Roxanne All she wanna do is party all night All night, yeah Goddamn Goddamn, Roxanne Roxanne Never gonna love me, but it's alright Alright, yeah She think I'm an asshole, she think I'm a player She keep running back, though, only 'cause I pay up Roxanne Roxanne, Roxanne Roxanne All she wanna do is party all night"
17,Intentions,Justin Bieber featuring Quavo,2020,96.0,49716095.0,178.0,76.0,0.3,0.806,212867.0,0.546,0.0,0.102,-6.637,0.0575,147.986,4.0,0.874,"Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread Heart full of equity, you're an asset Make sure that you don't need no mentions Yeah, these are my only intentions  Shout-out to your mom and dad for makin' you Standin' ovation, they did a great job raisin' you When I create, you're my muse That kind of smile that makes the news Can't nobody throw shade on your name in these streets Triple threat, you a boss, you a bae, you a beast You make it easy to choose You got a mean touch, I can't refuse No, I can't refuse it  Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread Heart full of equity, you're an asset Make sure that you don't need no mentions Yeah, these are my only intentions Already passed, you don't need no approval Good everywhere, don't worry 'bout no refusal Second to none, you got the upper hand now Don't need a sponsor, nope, you're the brand now You're my rock, my Colorado Got that ring, just like Toronto Love you now, a little more tomorrow This how I feel, act like you know that you are  Picture perfect, you don't need no filter Gorgeous, make 'em drop dead, you a killer Shower you with all my attention Yeah, these are my only intentions Stay in the kitchen cookin' up, got your own bread Whip it Heart full of equity, you're an asset Asset Make sure that you don't need no mentions Yeah, yeah Yeah, these are my only intentions Quavo  No cap, no pretendin', you don't need mentions No cap Got 'em sayin' ""goals,"" they don't wanna be independent 'Pendent Tell them to mind your business Woo, we in our feelings It's fifty-fifty percentage Fifty, attention, we need commitment Oh We gotta both admit it Both, it's funny, we both listen Both It's a blessing Blessing 'cause we both get it Both You the best thing Woo, and I don't need a witness Best thing I'ma find me a ring and pray it's perfect fitted Perfect, perfect, perfect Picture perfect, you don't need no filter No filter Gorgeous, make 'em drop dead, you a killer Oh-oh Shower you with all my attention I will Yeah, these are my only intentions Yeah Stay in the kitchen cookin' up, got your own bread You do Heart full of equity, you're an asset Uh-huh Make sure that you don't need no mentions No mentions Yeah, these are my only intentions  Only intentions That's all I plan to do"
18,Everything I Wanted,Billie Eilish,2020,93.0,48304301.0,178.0,81.0,0.902,0.704,245426.0,0.225,0.657,0.106,-14.454,0.0994,120.006,4.0,0.243,"I had a dream I got everything I wanted Not what you'd think And if I'm bein' honest It might've been a nightmare To anyone who might care Thought I could fly Fly So I stepped off the Golden, mm Nobody cried Cried, cried, cried, cried Nobody even noticed I saw them standing right there Kinda thought they might care Might care, might care  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, ""As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'"" I tried to scream But my head was underwater They called me weak Like I'm not just somebody's daughter Coulda been a nightmare But it felt like they were right there And it feels like yesterday was a year ago But I don't wanna let anybody know 'Cause everybody wants something from me now And I don't wanna let 'em down  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, ""As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'""  If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead? If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead?"
19,Roses (Imanbek Remix),Saint Jhn,2020,76.0,751109.0,1.0,71.0,0.0143,0.769,176867.0,0.719,0.00777,0.359,-5.472,0.0474,121.955,4.0,0.863,"Roses I walked in the corner with the body screaming dolo Never sold a bag but look like Pablo in a photo This gon' make 'em feel the way like Tony killed Manolo You already know though, you already know though I walk in the corner with the money, on my finger She might get it popping, I might wife her for the winter I already know, already know, nigga roses All I need is roses  Turn up baby, turn up, when I turn it on You know how I get too lit when I turn it on Can't handle my behavior when I turn it on Too fast, never ask, if the life don't last Done been through it all Fuck with a nigga raw, this who you wanna be And I know you won't tell nobody nothing And I know you won't tell nobody no  Roses I might pull up flexing on these niggas like aerobics I might tell her girl you cute but balling, that shit gorgeous Standing on the table, Rosé, Rosé, fuck the waters You know who the God is Turn up baby, turn up, when I turn it on You know how I get too lit when I turn it on Can't handle my behavior when I turn it on Too fast, never ask, if the life don't last Done been through it all Fuck with a nigga raw, this who you wanna'-  Roses I walked in the corner with the body screaming dolo Never sold a bag but look like Pablo in a photo This gon' make 'em feel the way like Tony killed Manolo You already know though, you already know though I walk in the corner with the money, on my finger She might get it popping, I might wife her for the winter I already know, already know, nigga roses All I need is roses  Turn up baby, turn up, when I turn it on You know how I get too lit when I turn it on Can't handle my behavior when I turn it on Too fast, never ask, if the life don't last Done been through it all Fuck with a nigga raw, this who you wanna be And I know you won't tell nobody nothing And I know you won't tell nobody no Roses I might pull up flexing on these niggas like aerobics I might tell her girl you cute but balling, that shit gorgeous Standing on the table, Rosé, Rosé, fuck the waters You know who the God is  Turn up baby, turn up, when I turn it on You know how I get too lit when I turn it on Can't handle my behavior when I turn it on Too fast, never ask, if the life don't last Done been through it all Fuck with a nigga raw, this who you wanna'-"
20,Watermelon Sugar,Harry Styles,2020,86.0,16543384.0,178.0,88.0,0.122,0.548,174000.0,0.816,0.0,0.335,-4.209,0.0465,95.39,4.0,0.557,"Tastes like strawberries on a summer evenin' And it sounds just like a song I want more berries and that summer feelin' It's so wonderful and warm  Breathe me in, breathe me out I don't know if I could ever go without I'm just thinking out loud I don't know if I could ever go without  Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar  Strawberries on a summer evenin' Baby, you're the end of June I want your belly and that summer feelin' Getting washed away in you  Breathe me in, breathe me out I don't know if I could ever go without Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high  I just wanna taste it, I just wanna taste it Watermelon sugar high  Tastes like strawberries on a summer evenin' And it sounds just like a song I want your belly and that summer feelin' I don't know if I could ever go without  Watermelon sugar high Watermelon sugar high Watermelon sugar high Sugar Watermelon sugar high Sugar Watermelon sugar high Watermelon sugar high Watermelon sugar high Watermelon sugar high I just wanna taste it, I just wanna taste it Eh-eh-eh Watermelon sugar high I just wanna taste it, I just wanna taste it Ooh, yeah Watermelon sugar high Watermelon sugar"
